"Notes"	"State"	"State Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	212	905991	23.400	20.250	26.550	1.607	14.275	12.239	16.311	1.039
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	20	905991	2.208	1.348	3.409	0.494	1.393	0.826	2.202	0.329
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	192	905991	21.192	18.195	24.190	1.529	12.882	10.951	14.813	0.985
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1129	905991	124.615	117.346	131.884	3.709	78.560	73.874	83.245	2.391
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	30	905991	3.311	2.234	4.727	0.605	2.257	1.512	3.242	0.417
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	15	905991	Unreliable	0.927	2.731	0.427	Unreliable	0.568	1.825	0.295
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	1079	905991	119.096	111.990	126.202	3.626	74.937	70.368	79.505	2.331
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	102	905991	11.258	9.073	13.443	1.115	6.622	5.307	7.938	0.671
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	174	905991	19.205	16.352	22.059	1.456	11.863	10.013	13.713	0.944
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Peptic ulcer (K25-K28)"	"GR113-090"	18	905991	Unreliable	1.177	3.140	0.468	Unreliable	0.726	1.997	0.302
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Hernia (K40-K46)"	"GR113-092"	15	905991	Unreliable	0.927	2.731	0.427	Unreliable	0.526	1.615	0.253
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	135	905991	14.901	12.387	17.414	1.282	13.304	10.916	15.693	1.219
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	74	905991	8.168	6.414	10.254	0.949	8.193	6.337	10.424	1.008
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	61	905991	6.733	5.150	8.649	0.862	5.091	3.846	6.612	0.682
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	19	905991	Unreliable	1.263	3.275	0.481	Unreliable	0.733	1.954	0.288
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	95	905991	10.486	8.484	12.818	1.076	6.564	5.264	8.087	0.699
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Renal failure (N17-N19)"	"GR113-100"	90	905991	9.934	7.988	12.210	1.047	6.252	4.987	7.741	0.684
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	22	905991	2.428	1.522	3.676	0.518	1.751	1.070	2.705	0.392
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	240	905991	26.490	23.139	29.842	1.710	15.176	13.158	17.194	1.030
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"All other diseases (Residual) "	"GR113-111"	1850	905991	204.196	194.891	213.501	4.747	123.772	117.821	129.723	3.036
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	551	905991	60.817	55.739	65.896	2.591	48.192	43.779	52.605	2.251
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	93	905991	10.265	8.285	12.575	1.064	10.371	8.273	12.840	1.130
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	86	905991	9.492	7.593	11.723	1.024	9.730	7.691	12.143	1.100
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	458	905991	50.552	45.923	55.182	2.362	37.821	34.003	41.638	1.948
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Falls (W00-W19)"	"GR113-118"	209	905991	23.069	19.941	26.196	1.596	13.119	11.256	14.982	0.951
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	136	905991	15.011	12.488	17.534	1.287	16.358	13.478	19.239	1.470
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	99	905991	10.927	8.881	13.304	1.098	6.986	5.580	8.638	0.756
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	140	905991	15.453	12.893	18.012	1.306	16.037	13.243	18.832	1.426
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	51	905991	5.629	4.191	7.401	0.788	5.856	4.271	7.835	0.869
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	89	905991	9.823	7.889	12.089	1.041	10.190	8.092	12.665	1.132
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	24	905991	2.649	1.697	3.942	0.541	3.119	1.977	4.681	0.656
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	14	905991	Unreliable	0.845	2.593	0.413	Unreliable	0.971	3.117	0.501
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	10	905991	Unreliable	0.529	2.030	0.349	Unreliable	0.585	2.429	0.419
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	32	905991	3.532	2.416	4.986	0.624	3.827	2.563	5.496	0.710
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	30	905991	3.311	2.234	4.727	0.605	3.499	2.306	5.092	0.670
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	21	905991	2.318	1.435	3.543	0.506	1.440	0.880	2.224	0.323
	"Colorado"	"08"	"Small Metro"	"4"	"Female"	"F"	"White"	"2106-3"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	19	905991	Unreliable	1.263	3.275	0.481	Unreliable	0.772	2.060	0.308
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	35	21429	163.330	113.766	227.153	27.608	207.635	142.926	291.597	36.034
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	60	21429	279.994	213.667	360.409	36.147	385.725	292.144	499.753	51.101
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	39	21429	181.996	129.418	248.794	29.143	248.654	175.075	342.738	40.951
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	18	21429	Unreliable	49.782	132.753	19.799	Unreliable	69.292	190.448	28.891
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	16	21429	Unreliable	42.678	121.252	18.666	Unreliable	58.944	173.703	27.212
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Other heart diseases (I26-I51)"	"GR113-064"	16	21429	Unreliable	42.678	121.252	18.666	Unreliable	53.554	157.818	24.516
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	12	21429	Unreliable	28.935	97.819	16.165	Unreliable	35.187	126.120	20.863
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	14	21429	Unreliable	35.718	109.616	17.461	Unreliable	48.252	154.963	24.827
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"All other diseases (Residual) "	"GR113-111"	14	21429	Unreliable	35.718	109.616	17.461	Unreliable	44.810	143.911	23.325
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	12	21429	Unreliable	28.935	97.819	16.165	Unreliable	32.288	115.728	19.311
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	11	21429	Unreliable	25.625	91.848	15.477	Unreliable	29.585	113.460	19.079
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	21	860912	2.439	1.510	3.729	0.532	2.069	1.281	3.163	0.454
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Septicemia (A40-A41)"	"GR113-010"	147	860912	17.075	14.315	19.835	1.408	13.478	11.268	15.688	1.128
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Viral hepatitis (B15-B19)"	"GR113-015"	44	860912	5.111	3.714	6.861	0.770	3.985	2.872	5.386	0.618
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	18	860912	Unreliable	1.239	3.304	0.493	Unreliable	1.040	2.956	0.457
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	33	860912	3.833	2.639	5.383	0.667	3.059	2.093	4.319	0.545
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2679	860912	311.182	299.398	322.965	6.012	242.972	233.639	252.306	4.762
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	66	860912	7.666	5.929	9.753	0.944	5.802	4.468	7.409	0.724
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	129	860912	14.984	12.398	17.570	1.319	11.557	9.518	13.596	1.040
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	35	860912	4.065	2.832	5.654	0.687	3.094	2.143	4.323	0.529
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	203	860912	23.580	20.336	26.823	1.655	18.688	16.073	21.302	1.334
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	105	860912	12.196	9.863	14.529	1.190	9.250	7.452	11.048	0.917
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	184	860912	21.373	18.284	24.461	1.576	16.501	14.080	18.923	1.235
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	20	860912	2.323	1.419	3.588	0.519	1.721	1.051	2.658	0.389
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	691	860912	80.264	74.279	86.248	3.053	61.104	56.502	65.706	2.348
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant melanoma of skin (C43)"	"GR113-028"	64	860912	7.434	5.725	9.493	0.929	5.923	4.530	7.608	0.756
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	298	860912	34.614	30.684	38.545	2.005	27.643	24.487	30.798	1.610
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	82	860912	9.525	7.575	11.823	1.052	7.389	5.859	9.196	0.828
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	103	860912	11.964	9.654	14.275	1.179	9.355	7.526	11.184	0.933
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	91	860912	10.570	8.510	12.978	1.108	8.421	6.745	10.388	0.902
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	287	860912	33.337	29.480	37.194	1.968	26.886	23.717	30.056	1.617
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	104	860912	12.080	9.758	14.402	1.185	9.741	7.830	11.651	0.975
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Leukemia (C91-C95)"	"GR113-040"	126	860912	14.636	12.080	17.191	1.304	11.914	9.789	14.040	1.084
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	49	860912	5.692	4.211	7.525	0.813	4.431	3.267	5.875	0.637
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	315	860912	36.589	32.548	40.630	2.062	29.125	25.857	32.393	1.667
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	81	860912	9.409	7.472	11.694	1.045	7.910	6.262	9.858	0.892
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Anemias (D50-D64)"	"GR113-045"	29	860912	3.369	2.256	4.838	0.626	2.722	1.809	3.934	0.514
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	286	860912	33.221	29.370	37.071	1.964	26.177	23.098	29.256	1.571
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	11	860912	Unreliable	0.638	2.286	0.385	Unreliable	0.495	1.775	0.301
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Parkinson disease (G20-G21)"	"GR113-051"	171	860912	19.863	16.886	22.840	1.519	16.103	13.681	18.526	1.236
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Alzheimer disease (G30)"	"GR113-052"	319	860912	37.054	32.987	41.120	2.075	30.962	27.561	34.364	1.735
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	3403	860912	395.278	381.998	408.559	6.776	320.079	309.171	330.987	5.565
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2636	860912	306.187	294.498	317.876	5.964	247.686	238.086	257.286	4.898
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	19	860912	Unreliable	1.329	3.446	0.506	Unreliable	1.049	2.797	0.411
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart disease (I11)"	"GR113-056"	43	860912	4.995	3.615	6.728	0.762	4.261	3.058	5.781	0.663
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	16	860912	Unreliable	1.062	3.018	0.465	Unreliable	0.866	2.460	0.380
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1814	860912	210.707	201.010	220.403	4.947	169.454	161.539	177.368	4.038
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	431	860912	50.063	45.337	54.790	2.411	41.163	37.203	45.124	2.021
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	10	860912	Unreliable	0.557	2.136	0.367	Unreliable	0.439	1.683	0.291
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	1373	860912	159.482	151.046	167.918	4.304	127.383	120.555	134.212	3.484
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	473	860912	54.942	49.990	59.893	2.526	42.804	38.874	46.734	2.005
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	900	860912	104.540	97.710	111.370	3.485	84.579	78.995	90.164	2.849
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other heart diseases (I26-I51)"	"GR113-064"	744	860912	86.420	80.210	92.630	3.168	70.704	65.543	75.866	2.634
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Heart failure (I50)"	"GR113-067"	192	860912	22.302	19.147	25.457	1.610	18.323	15.708	20.938	1.334
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	543	860912	63.073	57.768	68.378	2.707	51.562	47.147	55.977	2.253
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	105	860912	12.196	9.863	14.529	1.190	9.437	7.615	11.259	0.930
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	516	860912	59.936	54.765	65.108	2.639	49.203	44.916	53.490	2.187
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Atherosclerosis (I70)"	"GR113-071"	36	860912	4.182	2.929	5.789	0.697	3.359	2.352	4.650	0.563
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	110	860912	12.777	10.389	15.165	1.218	10.403	8.426	12.380	1.009
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	75	860912	8.712	6.852	10.920	1.006	7.171	5.611	9.031	0.845
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	35	860912	4.065	2.832	5.654	0.687	3.245	2.247	4.534	0.553
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	17	860912	Unreliable	1.150	3.162	0.479	Unreliable	1.120	3.181	0.493
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	181	860912	21.024	17.961	24.087	1.563	17.547	14.952	20.143	1.324
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Influenza (J09-J11)"	"GR113-077"	21	860912	2.439	1.510	3.729	0.532	2.056	1.273	3.143	0.454
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Pneumonia (J12-J18)"	"GR113-078"	160	860912	18.585	15.705	21.465	1.469	15.508	13.066	17.951	1.246
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1118	860912	129.862	122.250	137.475	3.884	102.414	96.362	108.467	3.088
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Emphysema (J43)"	"GR113-084"	49	860912	5.692	4.211	7.525	0.813	4.389	3.236	5.819	0.633
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Asthma (J45-J46)"	"GR113-085"	10	860912	Unreliable	0.557	2.136	0.367	Unreliable	0.550	2.110	0.372
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	1055	860912	122.544	115.150	129.939	3.773	96.483	90.619	102.348	2.992
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	23	860912	2.672	1.694	4.009	0.557	2.197	1.392	3.296	0.459
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	107	860912	12.429	10.074	14.784	1.202	10.287	8.326	12.248	1.000
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	213	860912	24.741	21.419	28.064	1.695	20.351	17.571	23.131	1.418
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	204	860912	23.696	20.444	26.948	1.659	19.207	16.470	21.944	1.396
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Alcoholic liver disease (K70)"	"GR113-094"	132	860912	15.333	12.717	17.948	1.335	12.291	10.118	14.463	1.108
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	72	860912	8.363	6.544	10.532	0.986	6.896	5.344	8.757	0.845
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	21	860912	2.439	1.510	3.729	0.532	1.985	1.229	3.035	0.436
	"Colorado"	"08"	"Small Metro"	"4"	"Male"	"M"	"White"	"2106-3"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	112	860912	13.009	10.600	15.419	1.229	10.202	8.294	12.111	0.974
